timestamp,frame_id,Pelvis_x,Pelvis_y,Pelvis_z,SpineNaval_x,SpineNaval_y,SpineNaval_z,SpineChest_x,SpineChest_y,SpineChest_z,Neck_x,Neck_y,Neck_z,ClavicleLeft_x,ClavicleLeft_y,ClavicleLeft_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,ClavicleRight_x,ClavicleRight_y,ClavicleRight_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HandTipRight_x,HandTipRight_y,HandTipRight_z,ThumbRight_x,ThumbRight_y,ThumbRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,EyeLeft_x,EyeLeft_y,EyeLeft_z,EarLeft_x,EarLeft_y,EarLeft_z,EyeRight_x,EyeRight_y,EyeRight_z,EarRight_x,EarRight_y,EarRight_z,label
1744775535.8646832,0,-207.09759521484375,373.2222900390625,503.60345458984375,-213.14552307128906,228.8113250732422,586.1879272460938,-217.05699157714844,108.2838363647461,642.4794311523438,-225.1138916015625,-84.43473052978516,704.383056640625,-192.48709106445312,-53.16670227050781,697.3483276367188,-60.056819915771484,-37.56735610961914,700.6331176757812,117.07621765136719,135.30743408203125,628.3501586914062,-3.9504244327545166,165.6947021484375,451.5311584472656,-28.130216598510742,157.21546936035156,365.4131164550781,-43.26046371459961,126.28823852539062,270.650390625,-68.93467712402344,163.43145751953125,336.6074523925781,-255.0929412841797,-51.415897369384766,692.8282470703125,-375.3106994628906,-33.228904724121094,676.2547607421875,-581.9602661132812,89.46659088134766,570.1043701171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-227.35372924804688,-159.810302734375,715.4774169921875,-248.9471893310547,-255.94992065429688,602.4653930664062,-210.0297393798828,-266.55596923828125,635.64013671875,-139.8840789794922,-202.48419189453125,706.1140747070312,-257.0289611816406,-273.5746154785156,646.6758422851562,-283.5059814453125,-229.08038330078125,757.4237670898438,Berjalan
1744775535.9477353,1,-201.8357696533203,383.5413818359375,513.6535034179688,-207.64149475097656,236.14097595214844,595.6730346679688,-211.6580810546875,114.65880584716797,654.2659301757812,-219.50782775878906,-80.89820861816406,716.5808715820312,-186.52508544921875,-48.98186111450195,709.9641723632812,-52.59334945678711,-35.60234451293945,723.14453125,115.51497650146484,153.86795043945312,658.4126586914062,3.7776529788970947,139.0430908203125,470.14923095703125,-33.25773620605469,146.84817504882812,387.28466796875,-58.826969146728516,133.42689514160156,289.2218933105469,-64.96482849121094,159.80404663085938,360.31591796875,-249.94161987304688,-47.58479309082031,704.4987182617188,-372.7655944824219,-32.28481674194336,691.8551025390625,-574.6632690429688,69.60676574707031,551.0867919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-221.46859741210938,-157.354736328125,727.6677856445312,-223.83079528808594,-244.75076293945312,603.301025390625,-207.55105590820312,-267.3136291503906,648.3558349609375,-155.75469970703125,-228.36476135253906,749.2734375,-255.07736206054688,-257.5464782714844,638.7373657226562,-310.0351257324219,-202.93678283691406,735.4952392578125,Berjalan
1744775536.0238292,2,-192.9351043701172,383.4620056152344,521.525390625,-200.9037322998047,236.80970764160156,603.3103637695312,-206.8751220703125,116.91464233398438,663.7305297851562,-213.4304656982422,-77.37255096435547,727.4351806640625,-180.8175506591797,-45.344085693359375,720.8311767578125,-47.64351272583008,-29.617948532104492,733.5211181640625,118.3997802734375,168.22317504882812,700.5114135742188,-14.849483489990234,135.9081268310547,530.3287353515625,-61.1071891784668,155.72007751464844,454.8291015625,-93.54591369628906,162.6923370361328,358.5716857910156,-101.32151794433594,154.5275421142578,433.1700744628906,-243.94281005859375,-44.57741165161133,714.8677368164062,-366.3977355957031,-30.982803344726562,701.6224365234375,-568.2435913085938,64.61298370361328,558.4074096679688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.78225708007812,-153.4375,739.128662109375,-219.1369171142578,-225.423583984375,605.995849609375,-192.12771606445312,-248.53762817382812,644.9547119140625,-134.25613403320312,-210.4840545654297,742.2769775390625,-241.3508758544922,-248.1483154296875,642.9649047851562,-290.1459655761719,-217.1276397705078,752.04345703125,Berjalan
1744775536.1178432,3,-180.01644897460938,390.3082580566406,544.6744995117188,-192.4576416015625,245.06332397460938,628.0396118164062,-202.1184539794922,126.08544158935547,689.4772338867188,-211.80276489257812,-69.27515411376953,748.6592407226562,-178.7176055908203,-37.650108337402344,742.8413696289062,-45.2616081237793,-23.096101760864258,751.9927978515625,100.87905883789062,185.619140625,699.6336059570312,-48.13124084472656,132.19346618652344,549.285888671875,-94.32640838623047,131.93850708007812,471.30279541015625,-149.16455078125,116.25247955322266,387.0910339355469,-126.08483123779297,129.62388610839844,450.8854675292969,-241.7470245361328,-35.764530181884766,736.8118286132812,-362.818603515625,-19.95795440673828,716.4288940429688,-555.8772583007812,73.89994049072266,560.9810791015625,-461.474853515625,21.692401885986328,368.0052795410156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.3571014404297,-145.4775390625,758.6010131835938,-215.38844299316406,-222.98211669921875,628.71728515625,-189.82730102539062,-244.61370849609375,669.3926391601562,-134.61326599121094,-202.96534729003906,766.635009765625,-238.91046142578125,-243.88880920410156,665.8829345703125,-290.6234130859375,-207.84262084960938,771.8840942382812,Berjalan
1744775536.2056546,4,-179.56092834472656,391.7613830566406,547.56103515625,-192.0732879638672,246.6448516845703,631.917724609375,-201.8386688232422,128.11566162109375,694.8677978515625,-211.73919677734375,-66.48360443115234,758.0250854492188,-178.54396057128906,-34.9447135925293,751.5546875,-44.667884826660156,-19.815933227539062,757.748291015625,87.05570983886719,197.5470428466797,699.639404296875,-61.7047233581543,152.51210021972656,545.6068725585938,-125.15267944335938,133.28317260742188,483.4930114746094,-188.68621826171875,120.77095794677734,404.7541809082031,-181.0452117919922,131.96470642089844,520.347412109375,-241.7205047607422,-33.099876403808594,745.5092163085938,-362.67083740234375,-17.647188186645508,722.5540161132812,-551.2384033203125,76.63284301757812,560.9239501953125,-464.1155090332031,29.702890396118164,362.6539306640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.3824462890625,-142.6490478515625,769.4889526367188,-212.46847534179688,-215.88548278808594,636.7611694335938,-184.0596923828125,-236.6597900390625,676.1315307617188,-129.77294921875,-193.61666870117188,773.6278686523438,-233.2244110107422,-239.93511962890625,673.8214721679688,-285.00653076171875,-211.7293701171875,782.4647827148438,Berjalan
1744775536.2899187,5,-180.7997589111328,393.2444763183594,542.8955688476562,-192.69100952148438,248.1009063720703,628.6370849609375,-201.9700469970703,129.47979736328125,692.6375732421875,-212.25588989257812,-63.29511260986328,763.5305786132812,-178.87550354003906,-31.949012756347656,755.8562622070312,-44.55484390258789,-16.68106460571289,763.6951293945312,78.54812622070312,207.27952575683594,707.0435791015625,-72.06214141845703,151.47152709960938,557.1380615234375,-159.49407958984375,166.3357391357422,535.8135986328125,-260.6725158691406,157.5337677001953,523.08349609375,-151.8610076904297,156.40211486816406,476.82611083984375,-242.2965087890625,-30.246362686157227,749.6444702148438,-363.4307861328125,-15.636481285095215,724.50927734375,-549.447021484375,83.88179016113281,561.3118286132812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215.0299530029297,-139.26190185546875,777.9801635742188,-208.10752868652344,-230.1541748046875,656.0796508789062,-182.7381134033203,-246.3057403564453,699.7448120117188,-132.44578552246094,-191.87350463867188,794.23486328125,-231.97010803222656,-248.427734375,694.790283203125,-289.1278991699219,-204.11190795898438,795.6492919921875,Berjalan
1744775536.373038,6,-191.6575927734375,400.5247497558594,541.3377685546875,-199.5008087158203,254.0972900390625,627.53955078125,-205.64273071289062,134.81382751464844,692.54443359375,-211.8272705078125,-61.248809814453125,758.6368408203125,-178.8502655029297,-28.971954345703125,751.244873046875,-43.834224700927734,-11.596696853637695,757.9699096679688,69.01664733886719,224.59765625,728.04833984375,-76.28131103515625,177.08956909179688,568.2592163085938,-164.22100830078125,186.92544555664062,543.7904663085938,-264.2510070800781,171.15106201171875,524.847900390625,-152.7608642578125,180.7645263671875,484.86541748046875,-242.79930114746094,-28.092920303344727,746.0863037109375,-365.3822326660156,-14.119464874267578,723.7276611328125,-557.2188110351562,88.90682220458984,566.7109985351562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-213.20472717285156,-138.11695861816406,771.0927734375,-206.27664184570312,-239.5083770751953,656.4458618164062,-176.9801025390625,-249.81663513183594,699.8433837890625,-125.32593536376953,-183.1099090576172,786.3953247070312,-226.41586303710938,-256.0408935546875,698.3309326171875,-281.19647216796875,-206.84573364257812,799.24609375,Berjalan
1744775536.4572241,7,-190.59881591796875,407.0372619628906,528.5250244140625,-197.2903289794922,259.0094909667969,615.105224609375,-202.6278533935547,140.47950744628906,683.9987182617188,-204.8121337890625,-57.64928436279297,750.0070190429688,-172.24066162109375,-24.310707092285156,742.8797607421875,-37.59388732910156,1.234596610069275,754.1901245117188,69.75992584228516,243.67251586914062,735.0924072265625,-68.28131866455078,225.67010498046875,560.7357788085938,-156.4566650390625,219.08216857910156,533.1311645507812,-250.83795166015625,184.1378631591797,507.1421813964844,-167.31268310546875,213.16143798828125,493.58575439453125,-236.7285614013672,-24.87407684326172,737.23828125,-360.71417236328125,-11.283190727233887,716.09375,-564.1314086914062,91.31083679199219,569.5989990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204.5206756591797,-135.25804138183594,762.3172607421875,-194.4805145263672,-240.1180877685547,649.1914672851562,-170.0929718017578,-251.82330322265625,695.7457885742188,-121.47138977050781,-186.87557983398438,786.7919921875,-219.9360809326172,-254.3609161376953,689.5170288085938,-280.63031005859375,-198.65089416503906,784.9000854492188,Berjalan
1744775536.5424,8,,,,-193.74864196777344,263.4825744628906,609.6513671875,-198.88401794433594,142.6948699951172,678.0645751953125,-200.11767578125,-57.535423278808594,746.0162963867188,-167.31138610839844,-23.644819259643555,738.6604614257812,-31.165807723999023,2.326831340789795,751.8705444335938,76.61459350585938,248.02392578125,730.5426025390625,-57.05968475341797,245.8447265625,548.4574584960938,-144.407958984375,214.7937774658203,534.2559204101562,-242.63973999023438,184.48553466796875,511.73162841796875,-172.52427673339844,216.88124084472656,501.51513671875,-232.59036254882812,-24.59926986694336,732.85400390625,-358.6452941894531,-12.585735321044922,713.5780029296875,-565.5319213867188,92.60107421875,567.4990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-199.41856384277344,-136.0379180908203,758.9208984375,-190.70794677734375,-243.02490234375,645.0296020507812,-166.98031616210938,-255.3197784423828,692.544189453125,-117.15815734863281,-190.491943359375,785.063720703125,-217.4092254638672,-256.5159606933594,685.5780029296875,-278.53167724609375,-197.93585205078125,781.0570678710938,Berjalan
1744775536.616292,9,,,,-191.7517852783203,265.347412109375,607.9935302734375,-196.525146484375,143.5759735107422,675.9680786132812,-197.03839111328125,-58.37685012817383,741.7850341796875,-164.18186950683594,-24.19175148010254,734.6118774414062,-27.60210609436035,3.2453629970550537,747.0142822265625,74.58662414550781,252.74642944335938,726.9408569335938,-58.82550048828125,248.468994140625,543.4340209960938,-146.593505859375,216.85411071777344,530.2925415039062,-244.8662567138672,183.9159393310547,509.4715881347656,-172.89230346679688,215.32089233398438,496.75372314453125,-229.7889862060547,-25.186792373657227,729.1626586914062,-356.64129638671875,-12.722049713134766,711.6181030273438,-565.87158203125,92.8658676147461,566.8353271484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-196.13482666015625,-137.38522338867188,753.7846069335938,-189.92784118652344,-246.30337524414062,640.5855712890625,-165.74107360839844,-258.3846130371094,688.207275390625,-113.90869140625,-192.7971954345703,779.830810546875,-216.48086547851562,-259.037353515625,681.7556762695312,-276.1266784667969,-198.3007049560547,777.5947875976562,Berjalan
